texto,categoria,prioridade,setor
"Preciso de suporte porque programa desconhecido apareceu instalado na máquina. A rotina de trabalho foi prejudicada, embora outras atividades ainda possam ser realizadas. Solicito análise da equipe responsável.",Software,Média,Segurança
"Foi identificado que disco do computador apresenta erros durante o uso. O problema afeta o trabalho de uma pessoa e está causando perda de produtividade. Podem verificar, por favor?",Hardware,Média,Infraestrutura
Foi identificado que usuário recebeu uma solicitação de autenticação que não reconhece. O problema afeta o trabalho de uma pessoa e está causando perda de produtividade. Solicito análise da equipe responsável.,Acesso,Média,Segurança
Preciso de suporte porque senha do usuário não está sendo aceita. O serviço é essencial e a indisponibilidade está afetando grande parte da operação. Solicito análise da equipe responsável.,Acesso,Crítica,Suporte N1
"Estamos com uma ocorrência em que regra automática de e-mail não está funcionando corretamente. A solicitação não impede o trabalho neste momento e pode aguardar atendimento. Podem verificar, por favor?",E-mail,Baixa,Sistemas
Estamos com uma ocorrência em que equipamento não recebe conexão pela rede cabeada. A solicitação não impede o trabalho neste momento e pode aguardar atendimento. Precisamos de orientação para resolver a situação.,Rede,Baixa,Infraestrutura
Preciso de suporte porque integração entre dois sistemas deixou de funcionar. O problema é pontual e existe uma alternativa para continuar trabalhando. Precisamos de orientação para resolver a situação.,Software,Baixa,Sistemas
Estamos com uma ocorrência em que impressora compartilhada não está disponível para alguns usuários. A solicitação não impede o trabalho neste momento e pode aguardar atendimento. Precisamos de orientação para resolver a situação.,Impressora,Baixa,Infraestrutura
"Estamos com uma ocorrência em que impressora compartilhada não está disponível para alguns usuários. Um usuário está com dificuldade para executar uma atividade normal e precisa de suporte. Podem verificar, por favor?",Impressora,Média,Infraestrutura
Estamos com uma ocorrência em que ERP apresenta erro ao salvar informações. Um usuário está com dificuldade para executar uma atividade normal e precisa de suporte. Precisamos de orientação para resolver a situação.,Software,Média,Sistemas
"Preciso de suporte porque computador corporativo está superaquecendo. O serviço é essencial e a indisponibilidade está afetando grande parte da operação. Podem verificar, por favor?",Hardware,Crítica,Infraestrutura
Estamos com uma ocorrência em que equipamento de impressão perdeu comunicação com a rede. Um usuário está com dificuldade para executar uma atividade normal e precisa de suporte. Solicito análise da equipe responsável.,Impressora,Média,Infraestrutura
Foi identificado que mensagens ficam presas na caixa de saída. Diversas equipes estão sem conseguir trabalhar e não há alternativa disponível no momento. Solicito análise da equipe responsável.,E-mail,Crítica,Suporte N1
Foi identificado que equipamento não recebe conexão pela rede cabeada. O problema afeta o trabalho de uma pessoa e está causando perda de produtividade. Precisamos de orientação para resolver a situação.,Rede,Média,Infraestrutura
"Foi identificado que equipamento apresenta falha após troca de componente. A atividade pode continuar por outro caminho e não há interrupção relevante. Podem verificar, por favor?",Hardware,Baixa,Infraestrutura
"Foi identificado que regra automática de e-mail não está funcionando corretamente. O problema afeta o trabalho de uma pessoa e está causando perda de produtividade. Podem verificar, por favor?",E-mail,Média,Sistemas
"Foi identificado que integração entre dois sistemas deixou de funcionar. A atividade pode continuar por outro caminho e não há interrupção relevante. Podem verificar, por favor?",Software,Baixa,Sistemas
Preciso de suporte porque internet está instável em uma área do escritório. O serviço é essencial e a indisponibilidade está afetando grande parte da operação. Precisamos de orientação para resolver a situação.,Rede,Crítica,Infraestrutura
Foi identificado que usuário não consegue imprimir na impressora do setor. O problema afeta o trabalho de uma pessoa e está causando perda de produtividade. Solicito análise da equipe responsável.,Impressora,Média,Suporte N1
Foi identificado que regra automática de e-mail não está funcionando corretamente. A atividade pode continuar por outro caminho e não há interrupção relevante. Precisamos de orientação para resolver a situação.,E-mail,Baixa,Sistemas
Estamos com uma ocorrência em que programa desconhecido apareceu instalado na máquina. A solicitação não impede o trabalho neste momento e pode aguardar atendimento. Precisamos de orientação para resolver a situação.,Software,Baixa,Segurança
"Estamos com uma ocorrência em que disco do computador apresenta erros durante o uso. A solicitação não impede o trabalho neste momento e pode aguardar atendimento. Podem verificar, por favor?",Hardware,Baixa,Infraestrutura
Preciso de suporte porque serviço de impressão do servidor não processa os trabalhos enviados. A falha está impedindo uma operação importante para a equipe e precisa de atendimento rápido. Precisamos de orientação para resolver a situação.,Impressora,Alta,Sistemas
"Preciso de suporte porque notebook corporativo apresenta comportamento físico incomum após manutenção. A rotina de trabalho foi prejudicada, embora outras atividades ainda possam ser realizadas. Solicito análise da equipe responsável.",Hardware,Média,Segurança
"Estamos com uma ocorrência em que aplicativo corporativo fecha sozinho ao executar uma tarefa. Um usuário está com dificuldade para executar uma atividade normal e precisa de suporte. Podem verificar, por favor?",Software,Média,Suporte N1
"Estamos com uma ocorrência em que equipamento de impressão perdeu comunicação com a rede. A ocorrência está interrompendo uma operação essencial para muitos usuários da empresa. Podem verificar, por favor?",Impressora,Crítica,Infraestrutura
Estamos com uma ocorrência em que acesso a recursos internos pela rede está falhando. Um usuário está com dificuldade para executar uma atividade normal e precisa de suporte. Solicito análise da equipe responsável.,Rede,Média,Infraestrutura
"Foi identificado que programa desconhecido apareceu instalado na máquina. O problema se espalhou para diferentes usuários e está comprometendo uma atividade do setor. Podem verificar, por favor?",Software,Alta,Segurança
"Preciso de suporte porque computador não liga mesmo estando conectado à tomada. O problema é pontual e existe uma alternativa para continuar trabalhando. Podem verificar, por favor?",Hardware,Baixa,Suporte N1
"Preciso de suporte porque usuário precisa de orientação após receber um alerta de segurança. O serviço é essencial e a indisponibilidade está afetando grande parte da operação. Podem verificar, por favor?",Segurança,Crítica,Suporte N1
Estamos com uma ocorrência em que permissão de acesso não foi aplicada corretamente no sistema. Um usuário está com dificuldade para executar uma atividade normal e precisa de suporte. Solicito análise da equipe responsável.,Acesso,Média,Sistemas
Estamos com uma ocorrência em que usuário recebeu alerta de acesso suspeito. Um usuário está com dificuldade para executar uma atividade normal e precisa de suporte. Solicito análise da equipe responsável.,Segurança,Média,Segurança
"Foi identificado que conta ficou bloqueada após tentativas de login. Diversas equipes estão sem conseguir trabalhar e não há alternativa disponível no momento. Podem verificar, por favor?",Acesso,Crítica,Suporte N1
Foi identificado que Outlook não está sincronizando novas mensagens. Diversas equipes estão sem conseguir trabalhar e não há alternativa disponível no momento. Solicito análise da equipe responsável.,E-mail,Crítica,Suporte N1
Foi identificado que usuário não consegue enviar mensagens pelo e-mail corporativo. Diversas equipes estão sem conseguir trabalhar e não há alternativa disponível no momento. Precisamos de orientação para resolver a situação.,E-mail,Crítica,Suporte N1
Estamos com uma ocorrência em que equipamento não recebe conexão pela rede cabeada. Vários usuários do mesmo setor estão sendo afetados e uma atividade importante ficou interrompida. Solicito análise da equipe responsável.,Rede,Alta,Infraestrutura
