texto,categoria,prioridade,setor,grupo
"Olá, o mouse falha durante o uso. Diversas equipes não conseguem trabalhar por causa dessa indisponibilidade. Podem me ajudar?",Hardware,Crítica,Suporte N1,perifericos
Tenho uma ocorrência em que O problema afeta diversos usuários e precisa ser tratado com rapidez. O problema é que o equipamento compartilhado não recebe trabalhos pela rede. Preciso de orientação.,Impressora,Alta,Infraestrutura,rede_impressao
Podem verificar? Há atividades na estação que não correspondem ao uso normal. O impacto é pequeno neste momento e não existe urgência operacional. Preciso de orientação.,Segurança,Baixa,Segurança,comportamento_suspeito
"Bom dia, É um incômodo pontual e o trabalho continua normalmente. O problema é que uma configuração foi modificada sem autorização. Isso começou hoje.",Segurança,Baixa,Sistemas,alteracao_nao_autorizada
"Bom dia, Diversas equipes não conseguem trabalhar por causa dessa indisponibilidade. O problema é que o ponto de rede da mesa não está funcionando. Preciso de orientação.",Rede,Crítica,Infraestrutura,cabeada
"Olá, recebi um link inesperado pedindo autenticação corporativa. Consigo continuar por outro caminho e isso não bloqueia minha rotina. Agradeço se puderem verificar.",Segurança,Baixa,Segurança,phishing
Tenho uma ocorrência em que Muitos usuários estão impedidos de executar atividades críticas da empresa. O problema é que o perfil não permite executar a operação necessária. Solicito análise.,Acesso,Crítica,Sistemas,permissao
Podem verificar? Não consigo concluir a recuperação da senha. Muitos usuários estão impedidos de executar atividades críticas da empresa. Agradeço se puderem verificar.,Acesso,Crítica,Suporte N1,senha
"Identificamos que mandei imprimir, mas o documento ficou parado na fila. Uma atividade normal ficou prejudicada, embora ainda seja possível fazer outras tarefas. Agradeço se puderem verificar.",Impressora,Média,Suporte N1,fila
"Olá, o sistema corporativo não conclui o lançamento. A indisponibilidade tem impacto amplo e exige restauração imediata do serviço. Isso começou hoje.",Software,Crítica,Sistemas,erp
"Bom dia, Só uma tarefa secundária foi afetada e tenho outra forma de realizá-la. O problema é que a etapa adicional de autenticação está falhando. Preciso de orientação.",Acesso,Baixa,Suporte N1,mfa
"Tenho uma ocorrência em que Existe uma alternativa funcionando, então a solicitação pode aguardar. O problema é que o aplicativo mostra erro ao acessar minha caixa. Conseguem verificar?",E-mail,Baixa,Suporte N1,caixa
"Bom dia, Uma atividade normal ficou prejudicada, embora ainda seja possível fazer outras tarefas. O problema é que o equipamento compartilhado não aparece para alguns usuários. Conseguem verificar?",Impressora,Média,Infraestrutura,rede_impressao
Preciso de ajuda: O aplicativo mostra erro ao acessar minha caixa. Uma função importante para o setor ficou indisponível para várias pessoas.,E-mail,Alta,Suporte N1,caixa
"Olá, o aplicativo foi instalado mas não inicia. Isso está atrapalhando o trabalho de uma pessoa durante a rotina.",Software,Média,Suporte N1,instalacao
Estou com um problema: Várias pessoas do setor estão com o mesmo problema e uma atividade importante parou. O problema é que o dispositivo de impressão ficou inacessível. Isso começou hoje.,Impressora,Alta,Suporte N1,offline
"Bom dia, Muitos usuários estão impedidos de executar atividades críticas da empresa. O problema é que o acesso remoto cai poucos minutos depois de conectar. Agradeço se puderem verificar.",Rede,Crítica,Infraestrutura,vpn
"Olá, os arquivos enviados para impressão não avançam. O impacto é pequeno neste momento e não existe urgência operacional. Preciso de orientação.",Impressora,Baixa,Suporte N1,fila
Identificamos que a conexão sem fio cai várias vezes. Diversos usuários foram impactados e não há uma solução prática para o setor. Preciso de orientação.,Rede,Alta,Infraestrutura,wifi
"Bom dia, Uma função importante para o setor ficou indisponível para várias pessoas. O problema é que chegou um e-mail estranho solicitando meus dados de acesso. Solicito análise.",Segurança,Alta,Segurança,phishing
"Identificamos que o equipamento passou a apresentar comportamento incomum. A rotina individual está comprometida, porém o restante da equipe segue trabalhando.",Segurança,Média,Segurança,comportamento_suspeito
Estou com um problema: Isso está atrapalhando o trabalho de uma pessoa durante a rotina. O problema é que as pastas da conta não ficam disponíveis. Conseguem verificar?,E-mail,Média,Suporte N1,caixa
"Olá, o acesso falha na etapa de autenticação. O usuário perdeu produtividade e precisa de suporte para continuar a atividade. Conseguem verificar?",Acesso,Média,Suporte N1,login
Preciso de ajuda: O computador conectado por cabo ficou sem acesso. Um serviço essencial para a empresa ficou indisponível para muitos usuários. Isso começou hoje.,Rede,Crítica,Infraestrutura,cabeada
Podem verificar? O dispositivo de impressão ficou inacessível. Uma função importante para o setor ficou indisponível para várias pessoas. Podem me ajudar?,Impressora,Alta,Suporte N1,offline
"Podem verificar? Informações apareceram alteradas e ninguém da equipe realizou a mudança. Uma atividade normal ficou prejudicada, embora ainda seja possível fazer outras tarefas. Conseguem verificar?",Segurança,Média,Segurança,alteracao_nao_autorizada
"Pessoal, a sessão remota com a rede corporativa fica instável. A equipe está sem conseguir concluir uma operação necessária para o trabalho. Podem me ajudar?",Rede,Alta,Infraestrutura,vpn
"Pessoal, não consigo confirmar o segundo fator de acesso. A ocorrência já compromete o trabalho de uma equipe inteira. Solicito análise.",Acesso,Alta,Suporte N1,mfa
Podem verificar? Minhas mensagens ficam presas e não são enviadas. Não há atividade parada; preciso apenas que seja verificado quando possível. Isso começou hoje.,E-mail,Baixa,Suporte N1,envio
"Preciso de ajuda: A credencial atual não está sendo reconhecida. O problema está limitado a uma estação, mas interfere no trabalho diário. Preciso de orientação.",Acesso,Média,Suporte N1,senha
"Pessoal, não consigo entrar porque a conta foi travada. A indisponibilidade tem impacto amplo e exige restauração imediata do serviço. Isso começou hoje.",Acesso,Crítica,Suporte N1,bloqueio
"Olá, o acesso foi bloqueado e preciso voltar a trabalhar. Uma pessoa não consegue concluir uma tarefa habitual por causa da ocorrência. Conseguem verificar?",Acesso,Média,Suporte N1,bloqueio
"Preciso de ajuda: O documento foi enviado, mas nada foi impresso. Diversos usuários foram impactados e não há uma solução prática para o setor. Solicito análise.",Impressora,Alta,Suporte N1,fila
"Pessoal, uma função do sistema de gestão parou de responder. Muitos usuários estão impedidos de executar atividades críticas da empresa. Isso começou hoje.",Software,Crítica,Sistemas,erp
Tenho uma ocorrência em que Muitos usuários estão impedidos de executar atividades críticas da empresa. O problema é que a aplicação encerra ao executar uma tarefa. Solicito análise.,Software,Crítica,Suporte N1,aplicativo_fechando
Preciso de ajuda: O acesso falha na etapa de autenticação. Uma função importante para o setor ficou indisponível para várias pessoas. Podem me ajudar?,Acesso,Alta,Suporte N1,login
Identificamos que algumas mensagens esperadas não estão chegando. Não há atividade parada; preciso apenas que seja verificado quando possível. Solicito análise.,E-mail,Baixa,Suporte N1,recebimento
Identificamos que uma ferramenta autorizada precisa ser reinstalada. Muitos usuários estão impedidos de executar atividades críticas da empresa. Conseguem verificar?,Software,Crítica,Sistemas,instalacao
"Tenho uma ocorrência em que A rotina individual está comprometida, porém o restante da equipe segue trabalhando. O problema é que uma função do sistema de gestão parou de responder. Solicito análise.",Software,Média,Sistemas,erp
Estou com um problema: A ocorrência já compromete o trabalho de uma equipe inteira. O problema é que o scanner não é reconhecido pela estação. Agradeço se puderem verificar.,Impressora,Alta,Suporte N1,scanner
"Olá, o documento foi enviado, mas nada foi impresso. Uma pessoa não consegue concluir uma tarefa habitual por causa da ocorrência. Isso começou hoje.",Impressora,Média,Suporte N1,fila
"Olá, o scanner não é reconhecido pela estação. É um incômodo pontual e o trabalho continua normalmente. Podem me ajudar?",Impressora,Baixa,Suporte N1,scanner
"Bom dia, Uma pessoa não consegue concluir uma tarefa habitual por causa da ocorrência. O problema é que recebi um link inesperado pedindo autenticação corporativa. Conseguem verificar?",Segurança,Média,Segurança,phishing
Identificamos que o computador passou a abrir programas que não reconheço. Uma função importante para o setor ficou indisponível para várias pessoas. Isso começou hoje.,Segurança,Alta,Segurança,malware
Tenho uma ocorrência em que O usuário perdeu produtividade e precisa de suporte para continuar a atividade. O problema é que sites externos deixam de abrir por alguns minutos.,Rede,Média,Infraestrutura,internet
"Tenho uma ocorrência em que Existe uma alternativa funcionando, então a solicitação pode aguardar. O problema é que o sistema informa erro relacionado ao armazenamento. Conseguem verificar?",Hardware,Baixa,Suporte N1,armazenamento
"Pessoal, a organização automática das mensagens falhou. Existe uma alternativa funcionando, então a solicitação pode aguardar. Preciso de orientação.",E-mail,Baixa,Sistemas,regras
"Olá, o resultado impresso está diferente do arquivo original. Não há atividade parada; preciso apenas que seja verificado quando possível. Solicito análise.",Impressora,Baixa,Suporte N1,qualidade
"Tenho uma ocorrência em que Existe uma alternativa funcionando, então a solicitação pode aguardar. O problema é que o antivírus detectou um arquivo suspeito. Isso começou hoje.",Segurança,Baixa,Segurança,malware
"Bom dia, Diversas equipes não conseguem trabalhar por causa dessa indisponibilidade. O problema é que o computador só liga depois de várias tentativas. Isso começou hoje.",Hardware,Crítica,Suporte N1,energia
Identificamos que há atraso no recebimento de mensagens corporativas. A ocorrência já compromete o trabalho de uma equipe inteira. Isso começou hoje.,E-mail,Alta,Segurança,recebimento
Há sessões na minha conta que eu não iniciei. A ocorrência interrompeu uma operação essencial em larga escala. Podem me ajudar?,Segurança,Crítica,Segurança,acesso_suspeito
Estou com um problema: Diversos usuários foram impactados e não há uma solução prática para o setor. O problema é que um arquivo corporativo foi alterado sem que a equipe soubesse. Conseguem verificar?,Segurança,Alta,Segurança,alteracao_nao_autorizada
